Complaint_ID,Complaint_Text,Category,Sentiment,Priority,Resolution,Status
4690,Medical assistance required urgently,Luggage,Very Negative,High,Lost and found informed,Resolved
4691,Unauthorized person entered coach,Security,Negative,Medium,RPF team alerted,Pending
4692,WiFi not available,Washroom Problem,Very Negative,Medium,Cleaning staff informed,Pending
4693,Charging point not working,Staff Behaviour,Very Negative,Low,Supervisor informed,Resolved
4694,Charging point not working,Coach Damage,Very Negative,High,Maintenance team assigned,Pending
4695,Food served was stale,WiFi Issue,Neutral,Low,Technical support informed,Resolved
4696,Unauthorized person entered coach,Cleanliness,Neutral,Medium,Cleaning team dispatched,Pending
4697,Train delayed by 3 hours,Luggage,Very Negative,Low,Lost and found informed,Resolved
4698,Unauthorized person entered coach,Staff Behaviour,Negative,High,Supervisor informed,Resolved
4699,WiFi not available,Water Problem,Negative,Low,Vendor informed,Pending
4700,Blanket not provided,Electrical,Negative,Medium,Electrician assigned,Resolved
4701,Charging point not working,Ticket Issue,Negative,High,Refund process initiated,Resolved
4702,Washroom is dirty,Luggage,Negative,Medium,Lost and found informed,Resolved
4703,Unauthorized person entered coach,Cleanliness,Neutral,High,Cleaning team dispatched,Pending
4704,AC not working in coach B2,WiFi Issue,Neutral,Low,Technical support informed,Pending
4705,Passenger lost luggage,Medical Emergency,Very Negative,Medium,Medical team alerted,Pending
4706,Medical assistance required urgently,Bedroll Missing,Very Negative,Medium,Housekeeping informed,Pending
4707,Unauthorized person entered coach,Women Safety,Negative,Medium,RPF escort assigned,Resolved
4708,Medical assistance required urgently,Security,Negative,High,RPF team alerted,Pending
4709,WiFi not available,Electrical,Very Negative,High,Electrician assigned,Pending
4710,Unauthorized person entered coach,Coach Damage,Neutral,High,Maintenance team assigned,Pending
4711,Train delayed by 3 hours,Staff Behaviour,Neutral,Low,Supervisor informed,Resolved
4712,Charging point not working,Ticket Issue,Very Negative,Low,Refund process initiated,Pending
4713,WiFi not available,Theft,Very Negative,High,RPF complaint registered,Resolved
4714,Passenger lost luggage,Cleanliness,Negative,Low,Cleaning team dispatched,Resolved
4715,Train delayed by 3 hours,AC Issue,Neutral,Medium,Technician assigned,Resolved
4716,Train delayed by 3 hours,Water Problem,Very Negative,High,Vendor informed,Pending
4717,AC not working in coach B2,Noise Complaint,Negative,Low,Coach attendant informed,Pending
4718,Passenger lost luggage,Water Problem,Very Negative,Medium,Vendor informed,Resolved
4719,Passenger lost luggage,Noise Complaint,Neutral,Low,Coach attendant informed,Pending
4720,Blanket not provided,Staff Behaviour,Neutral,Medium,Supervisor informed,Pending
4721,Charging point not working,Delay,Very Negative,Low,Delay notification sent,Pending
4722,Train delayed by 3 hours,Electrical,Neutral,Low,Electrician assigned,Resolved
4723,Medical assistance required urgently,Ticket Issue,Negative,Medium,Refund process initiated,Pending
4724,Washroom is dirty,Coach Damage,Negative,Medium,Maintenance team assigned,Pending
4725,Charging point not working,Women Safety,Negative,Medium,RPF escort assigned,Pending
4726,Charging point not working,Reservation,Negative,High,Reservation department informed,Pending
4727,Food served was stale,Medical Emergency,Very Negative,Low,Medical team alerted,Resolved
4728,AC not working in coach B2,Catering Issue,Negative,Medium,Vendor contacted,Pending
4729,AC not working in coach B2,Luggage,Very Negative,Low,Lost and found informed,Pending
4730,Train delayed by 3 hours,Electrical,Neutral,Low,Electrician assigned,Pending
4731,Food served was stale,Security,Negative,Low,RPF team alerted,Resolved
4732,Blanket not provided,Delay,Negative,Low,Delay notification sent,Pending
4733,Blanket not provided,Staff Behaviour,Negative,High,Supervisor informed,Pending
4734,Medical assistance required urgently,Security,Negative,High,RPF team alerted,Pending
4735,Charging point not working,Staff Behaviour,Negative,Medium,Supervisor informed,Pending
4736,WiFi not available,Catering Issue,Very Negative,Low,Vendor contacted,Resolved
4737,AC not working in coach B2,Theft,Neutral,High,RPF complaint registered,Resolved
4738,Unauthorized person entered coach,Theft,Very Negative,High,RPF complaint registered,Pending
4739,Train delayed by 3 hours,Noise Complaint,Very Negative,Low,Coach attendant informed,Pending
4740,Charging point not working,Staff Behaviour,Very Negative,Low,Supervisor informed,Pending
4741,Passenger lost luggage,Electrical,Negative,Low,Electrician assigned,Resolved
4742,Passenger lost luggage,Luggage,Neutral,High,Lost and found informed,Pending
4743,Washroom is dirty,WiFi Issue,Very Negative,High,Technical support informed,Pending
4744,Unauthorized person entered coach,Reservation,Negative,Low,Reservation department informed,Pending
4745,Charging point not working,Coach Damage,Neutral,Low,Maintenance team assigned,Pending
4746,Medical assistance required urgently,Water Problem,Negative,High,Vendor informed,Resolved
4747,Train delayed by 3 hours,Food Quality,Neutral,Medium,Catering manager informed,Resolved
4748,Unauthorized person entered coach,Cleanliness,Neutral,Low,Cleaning team dispatched,Pending
4749,Train delayed by 3 hours,Reservation,Very Negative,Low,Reservation department informed,Pending
4750,Passenger lost luggage,Electrical,Neutral,High,Electrician assigned,Resolved
4751,Blanket not provided,Delay,Neutral,Medium,Delay notification sent,Pending
4752,AC not working in coach B2,Washroom Problem,Negative,Medium,Cleaning staff informed,Pending
4753,Charging point not working,Ticket Issue,Negative,High,Refund process initiated,Pending
4754,AC not working in coach B2,Women Safety,Negative,High,RPF escort assigned,Resolved
4755,AC not working in coach B2,Theft,Negative,Low,RPF complaint registered,Resolved
4756,Food served was stale,Coach Damage,Very Negative,Medium,Maintenance team assigned,Pending
4757,Washroom is dirty,Noise Complaint,Very Negative,High,Coach attendant informed,Resolved
4758,Washroom is dirty,Food Quality,Neutral,High,Catering manager informed,Pending
4759,Charging point not working,Washroom Problem,Negative,Low,Cleaning staff informed,Resolved
4760,Washroom is dirty,Delay,Negative,Medium,Delay notification sent,Pending
4761,Passenger lost luggage,WiFi Issue,Neutral,Low,Technical support informed,Resolved
4762,Train delayed by 3 hours,Coach Damage,Negative,Medium,Maintenance team assigned,Resolved
4763,WiFi not available,Delay,Neutral,High,Delay notification sent,Resolved
4764,Washroom is dirty,Women Safety,Negative,Low,RPF escort assigned,Pending
4765,Medical assistance required urgently,Women Safety,Negative,Low,RPF escort assigned,Pending
4766,Passenger lost luggage,Catering Issue,Neutral,High,Vendor contacted,Resolved
4767,Unauthorized person entered coach,Theft,Very Negative,Medium,RPF complaint registered,Resolved
4768,Charging point not working,Security,Negative,Low,RPF team alerted,Resolved
4769,Train delayed by 3 hours,AC Issue,Neutral,Low,Technician assigned,Resolved
4770,Charging point not working,Coach Damage,Neutral,Medium,Maintenance team assigned,Resolved
4771,WiFi not available,Luggage,Negative,Low,Lost and found informed,Resolved
4772,Passenger lost luggage,AC Issue,Very Negative,Low,Technician assigned,Resolved
4773,Train delayed by 3 hours,Women Safety,Very Negative,High,RPF escort assigned,Pending
4774,Food served was stale,Luggage,Very Negative,Medium,Lost and found informed,Resolved
4775,Washroom is dirty,Food Quality,Very Negative,Low,Catering manager informed,Pending
4776,AC not working in coach B2,Electrical,Very Negative,High,Electrician assigned,Resolved
4777,Train delayed by 3 hours,Noise Complaint,Very Negative,Low,Coach attendant informed,Pending
4778,AC not working in coach B2,Staff Behaviour,Very Negative,Low,Supervisor informed,Pending
4779,Unauthorized person entered coach,Water Problem,Neutral,Low,Vendor informed,Pending
4780,Unauthorized person entered coach,Food Quality,Neutral,High,Catering manager informed,Resolved
4781,Unauthorized person entered coach,Delay,Neutral,Low,Delay notification sent,Pending
4782,Medical assistance required urgently,Food Quality,Negative,Medium,Catering manager informed,Resolved
4783,Food served was stale,Water Problem,Negative,Low,Vendor informed,Pending
4784,Passenger lost luggage,Electrical,Very Negative,Low,Electrician assigned,Pending
4785,Charging point not working,Medical Emergency,Negative,High,Medical team alerted,Pending
4786,Blanket not provided,Noise Complaint,Very Negative,High,Coach attendant informed,Pending
4787,Charging point not working,Water Problem,Neutral,High,Vendor informed,Resolved
4788,AC not working in coach B2,Coach Damage,Very Negative,High,Maintenance team assigned,Pending
4789,AC not working in coach B2,Washroom Problem,Negative,High,Cleaning staff informed,Pending
4790,AC not working in coach B2,WiFi Issue,Neutral,Medium,Technical support informed,Resolved
4791,WiFi not available,Cleanliness,Very Negative,Low,Cleaning team dispatched,Resolved
4792,Washroom is dirty,Medical Emergency,Negative,Medium,Medical team alerted,Resolved
4793,Train delayed by 3 hours,WiFi Issue,Negative,Low,Technical support informed,Resolved
4794,WiFi not available,Washroom Problem,Very Negative,Medium,Cleaning staff informed,Resolved
4795,Food served was stale,Electrical,Neutral,Low,Electrician assigned,Pending
4796,AC not working in coach B2,Washroom Problem,Negative,Low,Cleaning staff informed,Pending
4797,WiFi not available,Theft,Negative,High,RPF complaint registered,Pending
4798,Medical assistance required urgently,AC Issue,Neutral,Medium,Technician assigned,Resolved
4799,Blanket not provided,Electrical,Neutral,High,Electrician assigned,Pending
4800,Washroom is dirty,Reservation,Neutral,Low,Reservation department informed,Pending
4801,AC not working in coach B2,AC Issue,Very Negative,High,Technician assigned,Pending
4802,Washroom is dirty,WiFi Issue,Neutral,Medium,Technical support informed,Pending
4803,Train delayed by 3 hours,Food Quality,Neutral,Low,Catering manager informed,Pending
4804,WiFi not available,Ticket Issue,Negative,High,Refund process initiated,Pending
4805,Unauthorized person entered coach,AC Issue,Negative,Low,Technician assigned,Pending
4806,Unauthorized person entered coach,Women Safety,Neutral,Medium,RPF escort assigned,Pending
4807,Blanket not provided,WiFi Issue,Neutral,Low,Technical support informed,Resolved
4808,Unauthorized person entered coach,Coach Damage,Neutral,Medium,Maintenance team assigned,Resolved
4809,Passenger lost luggage,Staff Behaviour,Very Negative,Medium,Supervisor informed,Resolved
4810,Train delayed by 3 hours,Cleanliness,Negative,Low,Cleaning team dispatched,Resolved
4811,WiFi not available,Staff Behaviour,Negative,Medium,Supervisor informed,Pending
4812,Passenger lost luggage,Food Quality,Very Negative,Medium,Catering manager informed,Pending
4813,Food served was stale,Catering Issue,Negative,Medium,Vendor contacted,Pending
4814,AC not working in coach B2,Staff Behaviour,Neutral,Low,Supervisor informed,Pending
4815,Food served was stale,Reservation,Very Negative,Medium,Reservation department informed,Pending
4816,Passenger lost luggage,Luggage,Neutral,Medium,Lost and found informed,Pending
4817,Food served was stale,Food Quality,Very Negative,High,Catering manager informed,Resolved
4818,WiFi not available,Food Quality,Neutral,Medium,Catering manager informed,Pending
4819,WiFi not available,WiFi Issue,Very Negative,Medium,Technical support informed,Resolved
4820,Unauthorized person entered coach,Water Problem,Very Negative,Medium,Vendor informed,Pending
4821,Medical assistance required urgently,Staff Behaviour,Neutral,Low,Supervisor informed,Resolved
4822,Blanket not provided,Delay,Very Negative,Low,Delay notification sent,Pending
4823,Blanket not provided,AC Issue,Neutral,High,Technician assigned,Resolved
4824,Blanket not provided,Electrical,Negative,Low,Electrician assigned,Resolved
4825,Unauthorized person entered coach,Bedroll Missing,Very Negative,Low,Housekeeping informed,Pending
4826,AC not working in coach B2,Water Problem,Neutral,High,Vendor informed,Resolved
4827,Blanket not provided,Ticket Issue,Very Negative,Medium,Refund process initiated,Pending
4828,WiFi not available,AC Issue,Negative,High,Technician assigned,Pending
4829,Unauthorized person entered coach,Ticket Issue,Neutral,High,Refund process initiated,Pending
4830,Medical assistance required urgently,Food Quality,Very Negative,Medium,Catering manager informed,Pending
4831,Unauthorized person entered coach,Delay,Very Negative,Low,Delay notification sent,Resolved
4832,Medical assistance required urgently,Electrical,Negative,High,Electrician assigned,Resolved
4833,Food served was stale,Security,Very Negative,Low,RPF team alerted,Resolved
4834,Train delayed by 3 hours,Luggage,Very Negative,High,Lost and found informed,Resolved
4835,Train delayed by 3 hours,Water Problem,Neutral,Low,Vendor informed,Pending
4836,WiFi not available,AC Issue,Negative,High,Technician assigned,Pending
4837,Charging point not working,Ticket Issue,Negative,High,Refund process initiated,Resolved
4838,Charging point not working,Medical Emergency,Negative,High,Medical team alerted,Resolved
4839,Medical assistance required urgently,Cleanliness,Negative,High,Cleaning team dispatched,Pending
4840,Blanket not provided,Food Quality,Negative,Medium,Catering manager informed,Resolved
4841,Washroom is dirty,AC Issue,Neutral,Medium,Technician assigned,Pending
4842,Unauthorized person entered coach,Staff Behaviour,Neutral,High,Supervisor informed,Resolved
